day,year,mo,da,crime_date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,crime_data_count
2,2014,09,23,2014-09-23,59.8,44.9,1025.6,10.0,3.9,8.9,999.9,73.9,46.0,0.0,999.9,0,835
3,2014,09,24,2014-09-24,64.7,48.6,1026.3,10.0,4.8,9.9,999.9,80.1,51.1,0.0,999.9,0,836
4,2014,09,25,2014-09-25,65.4,50.9,1024.7,9.7,2.1,8.0,999.9,80.1,54.0,0.0,999.9,0,750
5,2014,09,26,2014-09-26,65.0,53.0,1023.7,8.8,3.8,9.9,999.9,79.0,51.1,0.0,999.9,0,879
6,2014,09,27,2014-09-27,65.6,54.4,1023.5,9.6,3.4,9.9,999.9,79.0,51.1,0.0,999.9,0,892
7,2014,09,28,2014-09-28,64.9,55.0,1020.7,7.7,3.1,7.0,999.9,79.0,53.1,0.0,999.9,0,837
1,2014,09,29,2014-09-29,66.2,55.1,1016.4,8.9,4.4,21.0,26.0,82.9,53.1,0.0,999.9,0,800
2,2014,09,30,2014-09-30,53.3,47.5,1016.5,8.6,11.0,17.1,22.9,60.1,46.9,0.01,999.9,0,781
3,2014,10,01,2014-10-01,57.9,48.1,1015.3,9.8,8.3,12.0,999.9,70.0,46.9,0.0,999.9,0,977
4,2014,10,02,2014-10-02,66.9,58.2,1010.7,9.8,7.5,14.0,20.0,72.0,48.9,0.0,999.9,0,805
5,2014,10,03,2014-10-03,59.6,54.4,1004.3,9.4,12.4,22.9,33.0,72.0,48.0,0.94,999.9,0,779
6,2014,10,04,2014-10-04,42.5,32.8,1007.0,9.7,13.6,19.0,28.9,48.0,35.1,0.06,999.9,0,723
7,2014,10,05,2014-10-05,44.9,33.3,1006.4,10.0,8.6,15.0,22.9,55.0,35.1,0.06,999.9,0,716
1,2014,10,06,2014-10-06,51.6,39.9,1002.5,10.0,7.3,15.0,22.0,61.0,37.0,0.01,999.9,0,722
2,2014,10,07,2014-10-07,54.8,41.0,1004.1,10.0,9.9,15.9,22.9,66.0,42.1,0.01,999.9,0,758
3,2014,10,08,2014-10-08,54.5,37.2,1013.3,10.0,10.1,18.1,26.0,66.0,44.1,0.0,999.9,0,746
4,2014,10,09,2014-10-09,54.4,33.2,1018.1,10.0,5.9,8.0,999.9,64.9,44.1,0.0,999.9,0,686
5,2014,10,10,2014-10-10,49.8,38.5,1020.9,10.0,7.1,12.0,18.1,62.1,39.0,0.0,999.9,0,741
6,2014,10,11,2014-10-11,47.3,35.4,1022.8,10.0,4.2,9.9,999.9,59.0,36.0,0.0,999.9,0,801
7,2014,10,12,2014-10-12,49.4,36.9,1018.8,10.0,6.4,13.0,18.1,63.0,36.0,0.0,999.9,0,691
1,2014,10,13,2014-10-13,59.3,56.1,1009.5,5.7,6.2,12.0,999.9,66.9,55.0,0.02,999.9,0,705
2,2014,10,14,2014-10-14,62.9,59.9,999.6,8.3,9.8,18.1,24.1,66.9,55.9,0.64,999.9,0,730
3,2014,10,15,2014-10-15,52.7,50.3,1006.5,7.4,9.2,14.0,999.9,64.9,50.0,0.67,999.9,0,773
4,2014,10,16,2014-10-16,52.7,50.0,1009.4,7.1,7.2,15.0,999.9,55.9,50.0,0.02,999.9,0,746
5,2014,10,17,2014-10-17,54.0,48.0,1003.7,10.0,9.6,17.1,22.9,62.1,50.0,0.0,999.9,0,868
6,2014,10,18,2014-10-18,48.6,40.3,1014.8,10.0,10.6,15.9,24.1,62.1,45.0,0.0,999.9,0,838
7,2014,10,19,2014-10-19,42.6,35.5,1021.6,10.0,5.8,14.0,19.0,54.0,33.1,0.01,999.9,0,744
1,2014,10,20,2014-10-20,54.0,44.0,1011.5,10.0,8.5,15.9,999.9,64.9,33.1,0.01,999.9,0,758
2,2014,10,21,2014-10-21,50.3,40.7,1018.8,10.0,10.0,18.1,22.9,64.9,45.0,0.0,999.9,0,777
3,2014,10,22,2014-10-22,48.2,38.1,1026.3,10.0,5.2,11.1,999.9,55.9,39.0,0.0,999.9,0,727
4,2014,10,23,2014-10-23,45.6,37.9,1023.0,9.2,5.8,11.1,17.1,59.0,35.1,0.0,999.9,0,776
5,2014,10,24,2014-10-24,56.9,44.9,1016.8,9.9,5.0,7.0,999.9,66.0,51.8,0.0,999.9,0,879
6,2014,10,25,2014-10-25,62.1,44.9,1013.2,9.0,8.9,15.9,22.9,72.0,52.0,0.0,999.9,0,802
7,2014,10,26,2014-10-26,53.7,28.7,1015.1,10.0,5.3,11.1,999.9,72.0,42.1,0.0,999.9,0,751
1,2014,10,27,2014-10-27,60.2,46.1,1006.9,9.9,9.6,17.1,28.0,77.0,42.1,0.0,999.9,0,812
2,2014,10,28,2014-10-28,60.9,45.6,1007.1,10.0,14.0,22.9,32.1,77.0,51.1,0.0,999.9,0,770
3,2014,10,29,2014-10-29,46.6,32.1,1016.5,10.0,10.6,15.0,21.0,52.0,44.1,0.0,999.9,0,796
4,2014,10,30,2014-10-30,42.0,32.4,1020.1,10.0,4.2,9.9,15.9,51.1,32.0,0.0,999.9,0,779
5,2014,10,31,2014-10-31,41.5,29.6,1020.1,9.6,16.5,28.9,41.0,51.1,32.0,0.0,999.9,0,824
6,2014,11,01,2014-11-01,37.5,23.8,1029.3,9.9,12.1,22.0,28.9,46.9,33.1,0.03,999.9,0,908
7,2014,11,02,2014-11-02,36.4,25.2,1028.9,9.4,5.1,12.0,20.0,51.1,25.0,0.0,999.9,0,727
1,2014,11,03,2014-11-03,50.5,28.4,1019.7,10.0,12.3,15.9,22.9,61.0,44.1,0.0,999.9,0,774
2,2014,11,04,2014-11-04,55.0,40.5,1014.0,9.8,15.0,20.0,28.9,62.1,43.0,0.0,999.9,0,776
3,2014,11,05,2014-11-05,46.9,35.4,1018.6,10.0,7.9,12.0,20.0,60.1,34.0,0.0,999.9,0,743
4,2014,11,06,2014-11-06,47.0,34.9,1013.2,10.0,14.2,21.0,29.9,60.1,34.0,0.0,999.9,0,669
5,2014,11,07,2014-11-07,37.8,24.4,1021.3,10.0,8.2,15.9,22.9,51.1,28.9,0.0,999.9,0,781
6,2014,11,08,2014-11-08,42.8,30.3,1010.6,10.0,10.7,19.0,27.0,46.9,28.9,0.01,999.9,0,746
7,2014,11,09,2014-11-09,41.2,26.0,1012.1,10.0,9.5,19.0,27.0,52.0,35.1,0.0,999.9,0,685
1,2014,11,10,2014-11-10,49.0,37.3,1006.7,10.0,7.9,19.0,27.0,62.1,35.1,0.0,999.9,0,776
2,2014,11,11,2014-11-11,48.9,38.6,1003.9,8.9,12.9,21.0,29.9,62.1,34.0,0.0,999.9,0,675
3,2014,11,12,2014-11-12,29.4,17.8,1022.8,10.0,12.8,21.0,26.0,34.0,25.0,0.21,999.9,0,595
4,2014,11,13,2014-11-13,26.0,14.8,1026.2,9.7,11.0,15.9,21.0,30.9,24.1,0.0,999.9,0,662
5,2014,11,14,2014-11-14,25.7,14.3,1027.6,9.8,8.7,13.0,999.9,28.9,24.1,0.0,999.9,0,754
6,2014,11,15,2014-11-15,24.5,11.5,1028.1,9.7,4.9,8.9,999.9,30.9,17.1,0.0,999.9,0,749
7,2014,11,16,2014-11-16,25.9,21.4,1020.1,5.3,4.9,11.1,999.9,30.9,17.1,0.04,1.2,0,675
1,2014,11,17,2014-11-17,18.0,10.2,1012.7,8.6,12.5,21.0,29.9,30.9,10.9,0.01,999.9,0,624
2,2014,11,18,2014-11-18,13.0,3.7,1017.6,9.2,16.1,20.0,26.0,21.0,9.0,0.0,999.9,0,624
3,2014,11,19,2014-11-19,22.1,10.9,1013.8,9.6,12.6,21.0,29.9,32.0,9.0,0.0,999.9,0,633
4,2014,11,20,2014-11-20,22.1,8.0,1017.5,9.9,13.7,20.0,27.0,32.0,17.1,0.0,999.9,0,633
5,2014,11,21,2014-11-21,19.6,2.8,1028.6,10.0,7.0,12.0,19.0,33.1,7.0,0.0,999.9,0,733
6,2014,11,22,2014-11-22,37.1,27.2,1019.2,6.7,10.9,17.1,22.9,51.1,28.0,0.06,999.9,1,728
7,2014,11,23,2014-11-23,50.4,45.4,1006.7,8.7,11.7,15.9,22.9,52.0,33.1,0.01,999.9,0,688
1,2014,11,24,2014-11-24,42.4,40.8,988.0,3.7,10.7,27.0,35.0,52.0,27.0,0.75,1.2,1,592
2,2014,11,25,2014-11-25,23.8,17.4,1015.5,9.4,12.6,28.0,39.0,27.0,19.9,0.32,1.2,0,662
3,2014,11,26,2014-11-26,22.2,17.2,1021.8,8.2,4.2,7.0,999.9,28.9,17.1,0.01,999.9,0,677
4,2014,11,27,2014-11-27,25.3,18.4,1025.4,8.2,9.5,14.0,999.9,28.9,17.1,0.0,999.9,0,453
5,2014,11,28,2014-11-28,21.9,13.9,1025.4,9.8,7.3,15.9,21.0,32.0,15.1,0.0,999.9,0,605
6,2014,11,29,2014-11-29,37.2,31.5,1008.1,9.2,10.2,18.1,22.9,51.1,18.0,0.0,999.9,0,706
7,2014,11,30,2014-11-30,45.6,42.8,1005.6,6.4,10.4,15.9,27.0,51.1,28.9,0.0,999.9,0,722
1,2014,12,01,2014-12-01,22.4,7.3,1031.8,9.5,11.2,17.1,22.9,33.1,17.6,0.0,999.9,0,813
2,2014,12,02,2014-12-02,24.7,15.9,1029.5,10.0,8.3,13.0,22.0,34.0,18.0,0.0,999.9,0,650
3,2014,12,03,2014-12-03,30.1,20.6,1021.5,9.1,10.0,15.0,21.0,37.0,18.0,0.0,999.9,0,750
4,2014,12,04,2014-12-04,28.3,15.4,1028.8,10.0,6.3,9.9,999.9,37.0,23.0,0.0,999.9,0,691
5,2014,12,05,2014-12-05,34.7,27.4,1024.0,6.3,5.0,9.9,999.9,39.9,23.0,0.0,999.9,0,802
6,2014,12,06,2014-12-06,35.1,28.8,1029.3,6.1,9.8,17.1,22.0,39.9,32.0,0.0,999.9,0,660
7,2014,12,07,2014-12-07,31.2,22.0,1036.6,10.0,7.3,13.0,999.9,39.9,26.1,0.0,999.9,0,595
1,2014,12,08,2014-12-08,33.5,28.7,1023.5,6.4,8.1,11.1,999.9,37.0,26.1,0.0,999.9,0,709
2,2014,12,09,2014-12-09,35.4,31.6,1022.9,8.2,10.9,13.0,999.9,37.9,32.0,0.2,999.9,0,652
3,2014,12,10,2014-12-10,31.2,24.8,1028.6,10.0,10.4,15.0,999.9,37.9,30.0,0.0,999.9,0,726
4,2014,12,11,2014-12-11,28.0,21.2,1025.2,8.2,8.8,11.1,999.9,33.1,23.0,0.0,999.9,0,638
5,2014,12,12,2014-12-12,28.5,24.9,1025.5,6.6,7.9,12.0,999.9,37.0,23.0,0.0,999.9,0,727
6,2014,12,13,2014-12-13,38.5,35.2,1023.0,5.4,6.9,15.0,19.0,46.0,23.0,0.0,999.9,0,768
7,2014,12,14,2014-12-14,47.0,43.6,1018.5,4.7,6.2,9.9,999.9,50.0,35.1,0.0,999.9,0,714
1,2014,12,15,2014-12-15,45.6,44.3,1014.1,2.9,9.7,14.0,999.9,50.0,44.1,0.0,999.9,0,729
2,2014,12,16,2014-12-16,41.9,39.9,1007.9,4.4,8.8,19.0,25.1,46.0,35.1,0.08,999.9,1,660
3,2014,12,17,2014-12-17,27.8,20.0,1022.2,10.0,11.6,19.0,24.1,45.0,24.1,0.02,999.9,0,736
4,2014,12,18,2014-12-18,24.0,15.8,1025.7,10.0,5.8,8.9,999.9,28.9,19.0,0.0,999.9,0,667
5,2014,12,19,2014-12-19,28.7,21.0,1026.0,9.9,4.8,7.0,999.9,32.0,19.0,0.0,999.9,0,768
6,2014,12,20,2014-12-20,30.2,22.8,1025.5,9.1,3.0,7.0,999.9,33.1,27.0,0.0,999.9,0,739
7,2014,12,21,2014-12-21,33.0,26.8,1023.0,8.7,7.6,14.0,999.9,36.0,28.0,0.0,999.9,0,650
1,2014,12,22,2014-12-22,33.5,28.8,1014.3,6.7,8.6,13.0,999.9,39.0,28.0,0.0,999.9,0,647
2,2014,12,23,2014-12-23,43.7,38.9,1004.1,6.9,11.4,19.0,27.0,48.0,28.0,0.51,999.9,0,673
3,2014,12,24,2014-12-24,39.0,34.0,1003.8,9.8,4.9,12.0,999.9,48.0,37.0,0.19,999.9,0,568
4,2014,12,25,2014-12-25,36.6,30.0,1009.2,10.0,11.7,15.0,22.9,42.1,33.1,0.0,999.9,0,439
5,2014,12,26,2014-12-26,41.0,34.0,1016.1,10.0,11.1,15.9,21.0,50.0,33.1,0.0,999.9,0,626
6,2014,12,27,2014-12-27,43.6,39.2,1016.0,9.2,11.4,22.0,33.0,50.0,34.0,0.0,999.9,0,717
7,2014,12,28,2014-12-28,29.3,19.3,1021.1,10.0,8.5,15.0,20.0,48.9,21.9,0.0,999.9,0,632
1,2014,12,29,2014-12-29,26.8,18.3,1026.8,10.0,6.9,12.0,999.9,35.1,21.9,0.0,999.9,0,678
2,2014,12,30,2014-12-30,17.1,4.3,1035.8,10.0,8.7,12.0,18.1,30.0,9.0,0.0,999.9,0,571
3,2014,12,31,2014-12-31,10.5,-3.6,1034.0,10.0,10.5,15.9,24.1,19.9,3.9,0.0,999.9,0,585
4,2015,01,01,2015-01-01,19.9,6.0,1019.3,10.0,13.7,18.1,27.0,32.0,3.9,0.0,999.9,0,1222
5,2015,01,02,2015-01-02,25.7,16.0,1023.3,10.0,5.1,14.0,19.0,34.0,14.0,0.0,999.9,0,673
6,2015,01,03,2015-01-03,31.5,27.0,1017.7,5.2,4.6,8.0,999.9,34.0,15.1,0.09,999.9,0,648
7,2015,01,04,2015-01-04,29.0,26.1,1012.9,3.2,10.3,22.0,27.0,34.0,12.9,0.57,2.0,1,514
1,2015,01,05,2015-01-05,2.2,-7.4,1034.9,10.0,12.4,18.1,24.1,12.9,-2.9,0.04,2.0,0,523
2,2015,01,06,2015-01-06,5.3,-0.9,1028.6,7.4,9.0,20.0,25.1,10.0,-5.1,0.16,3.1,0,503
3,2015,01,07,2015-01-07,3.1,-7.6,1034.1,10.0,16.5,22.0,28.9,10.0,-5.1,0.01,3.1,0,474
4,2015,01,08,2015-01-08,-2.1,-10.2,1035.1,8.2,13.1,22.0,32.1,10.9,-8.0,0.0,3.9,0,448
5,2015,01,09,2015-01-09,8.1,-0.5,1022.9,6.7,15.5,24.1,34.0,18.0,-8.0,0.06,3.9,0,590
6,2015,01,10,2015-01-10,4.8,-3.9,1030.4,10.0,10.5,19.0,22.0,19.0,-2.0,0.0,3.9,0,647
7,2015,01,11,2015-01-11,25.8,14.1,1025.1,9.6,9.4,15.0,999.9,32.0,19.0,0.0,3.9,0,649
1,2015,01,12,2015-01-12,23.1,16.3,1031.9,6.7,9.1,15.0,999.9,32.0,15.1,0.19,5.9,1,607
2,2015,01,13,2015-01-13,16.9,8.7,1039.0,8.5,8.9,15.0,20.0,28.0,14.0,0.0,5.9,0,612
3,2015,01,14,2015-01-14,10.5,5.8,1030.0,9.3,4.4,8.0,999.9,19.0,1.0,0.0,5.1,0,675
4,2015,01,15,2015-01-15,22.0,14.6,1019.9,9.9,8.5,14.0,19.0,34.0,1.0,0.0,5.1,0,763
5,2015,01,16,2015-01-16,28.3,22.4,1019.5,9.8,6.7,11.1,17.1,34.0,17.1,0.0,3.9,0,710
6,2015,01,17,2015-01-17,34.2,26.6,1010.3,9.4,12.3,21.0,32.1,42.1,23.0,0.0,1.2,0,741
7,2015,01,18,2015-01-18,36.8,29.5,1007.4,10.0,11.6,15.9,21.0,42.1,26.1,0.0,1.2,0,698
1,2015,01,19,2015-01-19,31.8,26.7,1015.5,10.0,4.3,8.0,999.9,41.0,25.0,0.0,999.9,0,708
2,2015,01,20,2015-01-20,33.6,30.3,1012.7,7.5,5.7,14.0,999.9,41.0,25.0,0.0,999.9,0,793
3,2015,01,21,2015-01-21,30.9,27.6,1017.3,8.7,7.4,13.0,999.9,36.0,28.9,0.0,999.9,0,745
4,2015,01,22,2015-01-22,29.9,22.7,1028.4,9.9,5.6,9.9,999.9,33.1,28.0,0.01,999.9,0,752
5,2015,01,23,2015-01-23,29.6,23.0,1024.1,9.8,9.9,13.0,19.0,30.9,28.0,0.0,999.9,0,800
6,2015,01,24,2015-01-24,32.7,26.4,1008.2,9.9,8.2,13.0,15.0,43.0,28.9,0.0,999.9,0,756
7,2015,01,25,2015-01-25,31.1,27.5,1008.0,6.5,10.9,19.0,28.0,43.0,26.1,0.0,1.2,0,646
1,2015,01,26,2015-01-26,23.2,15.8,1014.7,9.2,6.6,14.0,999.9,34.0,15.1,0.08,1.2,0,656
2,2015,01,27,2015-01-27,27.4,21.8,1018.7,7.0,5.6,8.9,999.9,32.0,15.1,0.07,1.2,0,675
3,2015,01,28,2015-01-28,25.8,17.5,1024.1,10.0,6.3,17.1,20.0,33.1,19.0,0.0,1.2,0,646
4,2015,01,29,2015-01-29,33.3,25.2,1012.6,9.3,12.4,20.0,24.1,35.1,19.0,0.01,1.2,0,703
5,2015,01,30,2015-01-30,27.0,12.5,1029.9,9.9,9.0,15.9,28.0,35.1,19.0,0.01,1.2,0,714
6,2015,01,31,2015-01-31,27.0,17.9,1025.9,10.0,5.9,11.1,999.9,36.0,18.0,0.0,1.2,0,636
7,2015,02,01,2015-02-01,29.1,26.8,1016.3,1.7,11.0,22.0,34.0,36.0,19.0,0.35,13.0,1,562
1,2015,02,02,2015-02-02,14.5,8.5,1019.0,4.9,14.4,21.0,29.9,30.9,6.1,0.65,16.9,1,474
2,2015,02,03,2015-02-03,13.5,7.2,1022.4,9.3,6.6,11.1,999.9,24.1,1.9,0.05,16.9,1,511
3,2015,02,04,2015-02-04,21.1,16.4,1019.5,6.2,6.8,13.0,999.9,26.1,1.9,0.09,16.1,0,577
4,2015,02,05,2015-02-05,7.4,-3.0,1030.7,10.0,7.2,11.1,999.9,25.0,-2.0,0.02,14.2,0,572
5,2015,02,06,2015-02-06,17.5,7.9,1023.3,10.0,8.7,13.0,22.0,30.9,-2.0,0.0,14.2,0,696
6,2015,02,07,2015-02-07,29.1,24.3,1012.2,9.1,6.8,12.0,999.9,41.0,12.9,0.0,9.8,0,679
7,2015,02,08,2015-02-08,36.0,33.1,1004.5,5.8,6.6,18.1,24.1,41.0,18.0,0.0,7.9,0,615
1,2015,02,09,2015-02-09,25.6,22.3,1019.2,7.8,12.2,15.9,22.0,39.0,24.1,0.01,7.1,0,607
2,2015,02,10,2015-02-10,24.8,16.8,1023.9,10.0,6.4,9.9,999.9,33.1,14.0,0.0,5.9,0,629
3,2015,02,11,2015-02-11,30.6,22.8,1017.3,9.2,10.7,18.1,25.1,35.1,14.0,0.0,5.9,0,606
4,2015,02,12,2015-02-12,15.9,3.6,1025.9,9.7,14.2,21.0,28.0,35.1,8.1,0.0,5.1,0,611
5,2015,02,13,2015-02-13,11.0,1.8,1027.0,10.0,7.9,15.9,22.0,21.9,5.0,0.0,5.1,0,632
6,2015,02,14,2015-02-14,18.6,8.5,1017.7,8.7,15.2,29.9,41.0,27.0,5.0,0.0,5.1,0,597
7,2015,02,15,2015-02-15,4.5,-6.2,1033.8,8.3,10.3,15.9,999.9,27.0,-2.9,0.0,5.1,0,552
1,2015,02,16,2015-02-16,11.8,-1.9,1026.2,9.7,4.1,8.0,999.9,18.0,-2.9,0.03,5.1,0,537
2,2015,02,17,2015-02-17,16.5,6.6,1015.2,9.0,9.2,14.0,20.0,19.0,5.0,0.0,5.1,0,597
3,2015,02,18,2015-02-18,7.3,-3.3,1014.6,9.7,13.3,19.0,27.0,19.0,1.9,0.0,5.1,0,511
4,2015,02,19,2015-02-19,-1.8,-15.0,1027.6,9.8,12.0,15.0,22.9,8.1,-8.0,0.0,5.1,0,463
5,2015,02,20,2015-02-20,3.3,-6.4,1026.0,9.1,9.3,21.0,25.1,17.1,-8.0,0.0,5.1,0,651
6,2015,02,21,2015-02-21,21.7,12.0,1015.0,8.8,6.1,19.0,22.9,30.9,16.0,0.01,5.1,0,652
7,2015,02,22,2015-02-22,21.4,10.8,1026.9,9.1,8.9,15.0,999.9,32.0,10.0,0.0,5.1,0,593
1,2015,02,23,2015-02-23,4.2,-10.4,1038.9,10.0,9.4,15.0,17.1,10.9,-4.0,0.0,5.1,0,572
2,2015,02,24,2015-02-24,11.3,-0.3,1017.8,9.7,13.0,19.0,28.9,28.9,-4.0,0.0,5.1,0,628
3,2015,02,25,2015-02-25,21.1,7.5,1012.8,9.4,7.7,15.0,22.0,28.9,3.9,0.01,5.1,0,571
4,2015,02,26,2015-02-26,16.8,10.2,1023.9,3.4,10.6,17.1,20.0,26.1,10.0,0.31,9.8,1,517
5,2015,02,27,2015-02-27,6.0,-6.6,1034.1,10.0,8.3,12.0,999.9,19.0,-2.0,0.03,9.1,0,638
6,2015,02,28,2015-02-28,6.0,-4.6,1039.6,9.9,4.2,7.0,999.9,21.0,-9.9,0.0,7.9,0,545
7,2015,03,01,2015-03-01,18.3,12.8,1029.8,5.6,4.9,12.0,999.9,25.0,10.0,0.04,7.9,0,757
1,2015,03,02,2015-03-02,21.3,10.5,1030.7,10.0,7.1,11.1,999.9,33.1,10.0,0.02,7.9,0,658
2,2015,03,03,2015-03-03,28.2,22.2,1018.1,6.2,10.9,17.1,24.1,34.0,12.9,0.1,7.9,0,636
3,2015,03,04,2015-03-04,24.1,14.5,1016.8,10.0,11.4,17.1,27.0,34.0,16.0,0.03,7.1,0,562
4,2015,03,05,2015-03-05,11.6,-3.9,1030.4,10.0,9.4,13.0,15.0,30.9,3.0,0.0,7.1,0,612
5,2015,03,06,2015-03-06,12.4,2.0,1031.1,10.0,10.1,17.1,26.0,27.0,0.0,0.0,7.1,0,712
6,2015,03,07,2015-03-07,31.7,22.0,1018.9,9.3,9.9,15.0,21.0,43.0,25.0,0.0,5.1,0,697
7,2015,03,08,2015-03-08,34.9,27.1,1021.2,10.0,7.0,12.0,999.9,44.1,24.1,0.0,3.9,0,625
1,2015,03,09,2015-03-09,36.8,26.3,1021.2,9.9,4.6,8.9,999.9,50.0,25.0,0.0,2.0,0,726
2,2015,03,10,2015-03-10,40.5,36.1,1017.0,4.0,5.9,9.9,15.9,51.1,25.0,0.0,3.9,1,753
3,2015,03,11,2015-03-11,42.1,33.1,1022.3,6.3,6.7,12.0,999.9,51.1,30.0,0.0,999.9,0,746
4,2015,03,12,2015-03-12,41.8,26.4,1031.1,10.0,5.5,15.0,999.9,55.9,28.0,0.0,999.9,0,751
5,2015,03,13,2015-03-13,47.0,30.3,1023.5,10.0,5.8,12.0,999.9,64.9,28.0,0.0,999.9,0,814
6,2015,03,14,2015-03-14,51.0,37.4,1016.3,9.7,10.3,18.1,22.0,64.9,37.0,0.0,999.9,0,798
7,2015,03,15,2015-03-15,45.2,32.0,1021.9,10.0,7.1,17.1,26.0,62.1,28.9,0.0,999.9,0,778
1,2015,03,16,2015-03-16,58.0,37.1,1013.1,10.0,10.9,17.1,25.1,73.0,48.9,0.0,999.9,0,779
2,2015,03,17,2015-03-17,44.6,26.1,1021.7,10.0,15.3,26.0,35.0,73.0,35.1,0.0,999.9,0,692
3,2015,03,18,2015-03-18,36.8,14.7,1026.9,10.0,4.1,8.9,999.9,50.0,28.0,0.0,999.9,0,690
4,2015,03,19,2015-03-19,41.7,17.7,1024.0,10.0,6.5,15.0,999.9,50.0,28.0,0.0,999.9,0,717
5,2015,03,20,2015-03-20,42.5,30.3,1018.9,9.7,6.6,12.0,19.0,50.0,37.0,0.0,999.9,0,775
6,2015,03,21,2015-03-21,42.5,34.1,1018.7,7.9,9.9,15.0,20.0,50.0,36.0,0.0,999.9,0,689
7,2015,03,22,2015-03-22,32.4,21.6,1025.2,9.6,8.6,14.0,999.9,48.9,26.1,0.0,999.9,0,656
1,2015,03,23,2015-03-23,29.1,23.9,1025.2,5.0,10.0,14.0,22.9,35.1,26.1,0.26,5.1,1,592
2,2015,03,24,2015-03-24,29.7,20.6,1024.7,9.9,8.5,14.0,999.9,35.1,19.0,0.37,3.9,0,639
3,2015,03,25,2015-03-25,36.6,31.4,1014.9,6.5,11.0,18.1,24.1,41.0,35.1,0.29,2.0,0,723
4,2015,03,26,2015-03-26,36.7,27.5,1015.9,10.0,9.0,15.0,18.1,42.1,32.0,0.25,2.0,0,684
5,2015,03,27,2015-03-27,29.0,15.6,1020.3,8.8,11.6,15.0,25.1,42.1,21.9,0.04,1.2,0,725
6,2015,03,28,2015-03-28,26.8,11.3,1025.6,10.0,5.9,12.0,999.9,36.0,19.9,0.01,1.2,0,657
7,2015,03,29,2015-03-29,31.6,18.6,1019.9,9.5,12.8,26.0,32.1,46.9,19.9,0.0,999.9,0,619
1,2015,03,30,2015-03-30,46.0,30.5,1014.7,10.0,9.4,15.9,28.9,61.0,23.2,0.01,999.9,0,719
2,2015,03,31,2015-03-31,48.7,35.2,1010.7,9.5,8.5,15.0,26.0,61.0,34.0,0.0,999.9,0,693
3,2015,04,01,2015-04-01,51.9,35.1,1015.0,10.0,6.9,19.0,28.9,72.0,35.1,0.0,999.9,0,927
4,2015,04,02,2015-04-02,58.5,42.9,1007.3,9.0,13.0,19.0,24.1,72.0,35.1,0.11,999.9,0,794
5,2015,04,03,2015-04-03,50.1,30.9,1012.1,10.0,8.7,15.0,20.0,64.9,36.0,0.25,999.9,0,710
6,2015,04,04,2015-04-04,39.7,23.1,1022.7,10.0,10.1,19.0,31.1,57.9,28.0,0.0,999.9,0,694
7,2015,04,05,2015-04-05,53.5,23.8,1018.1,10.0,8.5,15.9,25.1,66.0,46.0,0.0,999.9,0,673
1,2015,04,06,2015-04-06,45.5,34.5,1015.8,10.0,5.1,11.1,999.9,66.0,34.0,0.0,999.9,0,676
2,2015,04,07,2015-04-07,40.4,35.9,1018.1,7.2,11.3,15.9,22.0,45.0,37.9,0.04,999.9,0,603
3,2015,04,08,2015-04-08,44.5,42.2,1014.6,3.2,8.2,17.1,22.0,50.0,37.9,0.02,999.9,1,679
4,2015,04,09,2015-04-09,50.5,48.2,1008.5,3.9,8.9,15.9,27.0,71.1,39.9,0.07,999.9,1,648
5,2015,04,10,2015-04-10,52.6,41.8,1006.4,10.0,18.5,28.0,40.0,71.1,39.9,1.37,999.9,0,714
6,2015,04,11,2015-04-11,47.7,33.4,1022.0,10.0,7.2,19.0,22.9,62.1,37.9,0.0,999.9,0,720
7,2015,04,12,2015-04-12,54.7,32.7,1019.7,10.0,8.7,15.9,19.0,68.0,37.9,0.0,999.9,0,773
1,2015,04,13,2015-04-13,60.1,40.3,1014.7,9.2,11.5,17.1,25.1,68.0,41.0,0.19,999.9,0,735
2,2015,04,14,2015-04-14,55.8,24.5,1022.8,10.0,4.8,8.9,999.9,66.0,39.0,0.03,999.9,0,767
3,2015,04,15,2015-04-15,54.0,24.6,1024.0,10.0,8.3,15.0,999.9,66.0,39.0,0.0,999.9,0,799
4,2015,04,16,2015-04-16,52.9,35.9,1020.0,9.2,7.2,11.1,999.9,66.0,43.0,0.0,999.9,0,686
5,2015,04,17,2015-04-17,60.2,44.3,1017.9,9.3,4.7,11.1,999.9,78.1,45.0,0.0,999.9,0,785
6,2015,04,18,2015-04-18,59.6,42.6,1016.8,9.9,7.5,18.1,24.1,78.1,45.0,0.0,999.9,0,769
7,2015,04,19,2015-04-19,55.6,34.7,1009.8,9.6,8.3,11.1,20.0,68.0,46.9,0.0,999.9,0,703
1,2015,04,20,2015-04-20,48.6,44.4,994.7,7.1,12.3,22.0,28.9,68.0,44.1,0.47,999.9,0,743
2,2015,04,21,2015-04-21,44.3,29.0,1002.6,10.0,16.8,26.0,45.1,54.0,39.0,0.01,999.9,0,663
3,2015,04,22,2015-04-22,39.7,23.7,1007.6,10.0,13.6,20.0,27.0,54.0,34.0,0.0,999.9,0,682
4,2015,04,23,2015-04-23,42.3,21.3,1014.8,10.0,8.3,15.9,21.0,55.0,32.0,0.0,999.9,0,731
